word,sentiment
tariff,0.223
sought,0.321
duty,0.268
buy,0.527
physician,0.698
thunder,-0.185
suburban,0.826
pixel,0.797
richards,0.883
shaped,0.823
installing,0.286
accessible,0.832
adventure,0.66
fist,-0.944
shakespeare,-0.196
pens,0.233
trainer,-0.806
cemetery,-0.841
trinity,0.845
concept,0.132
flags,0.185
deleted,-0.825
highlight,0.835
explore,0.938
helena,-0.98
emirates,0.865
risk,-0.844
gloves,-0.815
smoking,-0.787
pad,-0.849
plan,0.659
effect,-0.823
rides,0.853
loves,0.66
milk,0.161
icon,0.316
folding,-0.813
openings,0.659
influenced,0.855
cover,0.145
ministry,0.856
programmes,0.841
add,0.794
trails,0.831
stops,-0.797
imported,0.976
examined,0.121
sublime,0.975
promotes,0.844
wallace,-0.844
recipients,0.986
realty,0.856
subsequently,-0.807
parameter,-0.167
paragraphs,0.934
consistency,0.911
suspended,-0.287
relevant,0.86
lib,0.875
survey,0.263
treaty,0.992
bent,-0.403
enforcement,0.911
imperial,0.177
impressed,0.659
occasions,0.835
guitar,0.777
sales,0.746
hypothesis,-0.216
body,-0.991
coastal,0.191
laugh,1.0
implement,0.762
monster,-0.922
pushed,-0.863
edgar,-0.789
conclude,0.158
standing,0.809
refuse,-0.481
applicable,-0.761
axis,-0.865
premises,0.9
seller,0.761
disease,-0.184
transparency,0.797
insight,0.867
donors,-0.168
saturday,0.849
avoiding,-0.846
burlington,0.963
clocks,-0.878
router,0.214
involves,0.865
quoted,0.864
nuts,-0.794
attempt,0.841
roles,0.796
spring,0.899
balanced,0.892
techniques,0.907
coming,0.785
intend,0.167
aim,0.255
evil,-0.999
everyone,-0.955
jar,0.865
repeat,0.853
pit,0.218
brook,-0.826
proceed,0.31
sponsorship,0.809
sponsored,0.809
merry,0.659
reasons,0.17
adobe,-0.909
attachment,0.825
jewish,0.138
comics,0.971
kissing,0.787
designs,0.886
lady,0.839
naturally,0.848
undo,-0.847
repair,-0.82
developments,0.843
blocked,-0.794
really,0.691
separately,0.888
buttons,-0.231
abs,0.825
provinces,0.541
nodes,0.312
tuning,-0.911
prisoners,-0.855
volume,0.123
modules,0.692
tractor,0.12
parents,-0.167
dust,-0.82
bible,0.202
bandwidth,-0.94
ideal,0.837
improving,0.748
feelings,-0.378
prescribed,-0.83
medal,0.849
corps,-0.859
ensuring,-0.575
sheriff,-0.786
gentle,0.66
cedar,0.261
pixels,0.797
domains,0.163
bits,0.847
ahead,0.851
border,-0.329
combine,0.875
byte,0.788
recover,0.819
died,-0.932
custom,0.839
sources,0.165
distance,-0.845
lobby,0.95
research,0.83
watson,0.206
attending,0.82
parameters,-0.167
memorial,0.145
crawford,0.183
heavy,-0.323
hybrid,0.931
incorporated,0.777
entered,0.831
sherman,-0.786
department,0.811
idea,0.61
bookmark,0.844
closely,0.794
wit,0.822
farmers,0.181
terminology,-0.88
aquarium,0.792
template,0.838
exact,0.86
follow,0.181
injuries,-0.966
logic,0.839
purchases,0.96
equal,0.888
ebony,-0.302
sally,0.833
surname,0.329
clothing,-0.839
easter,0.543
jumping,0.814
decided,0.192
prev,0.9
palmer,0.794
snow,0.858
riverside,-0.207
water,-0.8
settle,0.329
lowest,-0.653
specialist,0.91
faculty,-0.597
advancement,0.808
agencies,0.652
amplifier,0.809
francisco,0.224
governor,0.835
farms,0.181
exercise,0.857
charged,-0.523
aggressive,-0.659
scoring,0.791
alliance,-0.853
compare,0.237
convicted,-0.476
quit,-0.853
achievement,0.858
perfectly,0.832
copying,0.879
twisted,-0.84
marshall,-0.822
chicken,-0.155
concepts,0.132
statutory,-0.892
desirable,0.659
hayes,0.891
displaying,-0.659
independently,-0.913
observed,0.898
postal,-0.881
turner,0.298
airfare,0.891
cannon,0.786
rate,0.819
entertaining,0.801
collectables,0.329
barrier,-0.786
witch,-0.918
exceed,-0.291
importantly,0.875
blink,0.452
cart,0.858
earliest,0.829
integrity,0.84
extending,0.851
laid,-0.868
architects,0.795
careers,0.66
avoid,-0.236
cabinet,0.84
park,0.782
failures,-0.771
blanket,0.634
safari,0.174
folks,-0.604
yield,0.879
strange,-0.329
travelers,0.926
sterling,-0.793
recommend,0.872
hanging,0.808
abstract,0.46
researchers,-0.794
percentage,0.212
extended,0.851
acquire,0.356
miniature,0.832
belts,0.199
forth,0.788
desert,-0.577
pledge,0.206
cottage,0.797
strengthening,0.85
inclusion,0.181
premier,0.83
worried,-0.329
glen,0.999
legacy,0.119
acceptance,0.33
subscriber,0.799
ministries,0.856
guarantees,0.17
mountain,0.781
accommodate,0.562
portrait,-0.83
furthermore,-0.999
notebooks,0.187
treasury,0.794
accordance,0.876
test,-0.486
bolt,0.885
won,0.855
angry,-0.633
throwing,-0.414
journey,0.797
programme,0.83
enzyme,0.139
endless,0.912
salary,0.158
converter,-0.849
oak,0.131
recently,0.764
wto,0.795
java,0.091
heads,-0.851
providers,0.87
longer,-0.329
opened,0.659
hawaiian,-0.861
coupons,0.883
ralph,0.175
felt,-0.897
consciousness,0.329
releases,0.827
gradually,-0.817
kingdom,0.18
counseling,0.869
civic,-0.805
drainage,0.923
specific,-0.83
referenced,0.843
electoral,-0.945
might,0.842
maximize,0.422
cattle,-0.616
master,0.793
furnishings,0.799
flexibility,-0.561
brutal,-0.999
looked,0.895
engines,0.827
edited,0.902
pickup,-0.764
life,0.879
certain,0.846
fewer,-0.787
fragrances,0.178
walking,0.777
furnished,-0.857
every,-0.955
academy,0.853
lands,0.141
greatest,0.999
charitable,0.66
underlying,-0.216
excitement,0.66
marilyn,0.875
logged,-0.169
kathy,-0.814
preferences,0.524
precisely,0.912
true,0.152
adjustment,0.146
filling,0.199
lows,-0.653
seek,0.809
supports,0.823
commissioner,-0.854
receptors,0.789
lyrics,0.417
yea,0.982
gordon,-0.869
cayman,-0.788
promote,0.844
convinced,0.871
approve,0.958
domain,0.163
arrested,-0.556
concentrate,0.797
cleared,0.865
operates,0.43
abroad,-0.877
interested,0.659
adams,-0.853
defense,0.837
discounted,0.859
lou,0.844
invasion,-0.786
belong,-0.811
gang,0.186
formula,0.776
interstate,0.238
brunette,-0.838
plot,-0.879
measure,0.124
safe,0.174
agent,0.652
reverse,0.592
surprising,0.329
provision,-0.847
chan,0.948
less,-0.241
muslim,0.842
pound,-0.991
cards,0.66
randy,-0.66
ok,0.643
errors,-0.664
cave,0.94
simultaneously,0.877
draw,0.475
cottages,0.797
earth,0.83
flying,0.977
trinidad,0.875
arranged,0.856
affordable,0.108
handy,0.845
locator,0.798
smithsonian,-0.894
norman,0.548
inappropriate,-0.229
mood,0.925
extract,0.162
happiness,0.659
belle,0.776
uniform,0.81
sectors,-0.179
sharing,0.875
bush,-0.764
nancy,-0.834
entrepreneurs,0.878
excuse,-0.852
requested,0.296
challenging,-0.768
bureau,-0.851
refrigerator,0.856
committed,-0.854
genre,-0.816
rivers,-0.207
forbidden,-0.626
tag,-0.806
labour,0.818
resistant,0.875
incurred,-0.877
waste,-0.411
landscape,-0.892
anger,-0.66
supplement,0.787
survival,0.851
allan,0.493
processors,0.831
protected,0.209
indicates,0.253
wild,0.835
courier,0.91
queue,-0.875
encyclopedia,0.549
bugs,-0.273
designing,0.886
aware,0.126
charging,-0.796
victorian,0.64
hurt,-0.999
want,0.826
snake,-0.832
suspect,-0.822
urban,-0.826
provides,0.835
diagram,0.159
inexpensive,0.403
payroll,0.987
increased,0.811
digit,-0.869
storm,-0.544
turbo,-0.89
attract,0.659
ever,-0.955
eve,-0.955
cigarettes,-0.877
reasoning,0.17
fastest,0.939
peaceful,0.999
resulted,0.85
farm,0.828
claims,-0.846
crucial,0.786
move,0.228
sin,-0.999
insert,0.942
crisis,-0.868
cents,0.764
southern,-0.837
result,0.85
must,-0.236
fool,-0.329
securely,0.329
avenue,0.163
controlled,0.329
victory,0.867
legally,0.657
warner,-0.864
twist,0.817
license,-0.259
trash,-0.629
within,0.841
news,0.833
campaign,-0.221
dash,-0.934
ton,0.839
cute,0.919
consolidated,0.824
running,0.13
strings,0.458
motorcycle,0.151
delete,-0.825
arc,0.822
access,0.832
responsibility,0.33
birth,0.965
high,0.198
roof,-0.218
picking,0.215
plains,-0.803
public,-0.81
propose,-0.853
prisoner,-0.855
licence,-0.259
barry,0.867
alerts,0.66
beneath,-0.449
raleigh,0.175
finish,0.543
fine,0.543
tower,0.987
refer,0.816
enquiry,0.161
blocks,-0.794
rugs,-0.871
older,0.851
bang,0.841
mothers,0.27
ethical,0.775
updated,0.833
struggle,-0.983
denied,-0.139
cardiovascular,0.66
beliefs,0.329
bodies,-0.991
board,-0.167
profits,0.8
oral,0.8
order,0.293
memorabilia,0.863
switch,-0.902
poverty,-0.651
cancel,-0.771
subcommittee,0.854
grace,0.66
fame,0.88
beginners,0.806
lime,0.965
mustang,-0.236
orange,-0.839
advanced,0.921
marble,0.792
unexpected,0.801
muslims,0.842
trim,0.779
coral,0.878
porter,-0.657
keen,0.659
round,-0.78
faster,0.939
audit,0.226
mardi,0.875
dean,0.868
slightly,-0.955
defend,0.946
priest,0.754
promise,0.878
loose,0.28
babe,0.835
racing,0.811
earl,0.829
indicator,0.323
regards,0.847
declared,-0.879
contest,-0.5
hungry,-0.564
thread,0.207
player,0.659
manuals,0.845
attach,-0.825
blah,-0.823
bands,-0.94
messenger,-0.276
newbie,0.998
plain,-0.803
romance,0.66
eastern,0.543
dimensions,0.844
talented,0.6
flavor,0.985
protect,0.209
travel,0.926
casinos,0.844
yorkshire,0.814
belongs,-0.811
conf,0.132
idle,-0.198
comparison,0.237
genes,-0.816
formerly,0.853
philips,0.703
shannon,0.852
aggregate,0.155
wiley,-0.958
contract,0.273
chances,0.801
stock,0.836
venture,0.839
inputs,0.845
affairs,-0.386
children,0.89
provisions,-0.847
immigrants,-0.847
angel,0.119
hence,0.149
soft,0.871
handle,0.537
tremendous,0.792
fee,-0.378
observe,0.898
logging,-0.169
starter,-0.877
carmen,0.66
robin,0.285
brokers,-0.465
hunt,-0.448
employer,0.819
surround,-0.191
highway,0.198
dependent,-0.855
break,-0.372
acute,0.861
adjust,0.146
determines,0.66
saturn,0.849
accurate,0.785
medium,0.859
possess,0.861
drums,0.871
vegetable,0.29
probability,0.835
detailed,0.839
debug,0.273
worldwide,0.864
contributed,0.8
grain,0.191
talking,-0.873
wear,-0.968
partnership,0.466
discharge,0.411
attempts,0.841
seed,0.121
aluminum,0.812
mats,0.108
parliamentary,-0.167
clean,0.967
social,0.798
lol,0.917
demands,-0.222
acid,-0.866
rover,-0.776
giants,0.839
charms,0.999
enters,0.831
favorite,0.329
determine,0.66
tanks,0.788
costume,-0.827
declare,0.791
suppose,0.2
specifics,0.863
injury,-0.966
minimize,-0.945
handbook,0.801
discovered,0.913
viral,-0.168
camping,-0.221
join,0.797
blues,-0.808
watershed,0.793
arrest,-0.409
widely,0.17
chamber,-0.697
refurbished,0.826
mortality,-0.631
chemistry,0.827
open,0.659
easy,0.329
punishment,-0.411
sheet,0.136
dennis,-0.139
involving,0.865
lyric,0.417
raise,0.522
jungle,0.443
doll,-0.805
concord,0.132
address,0.794
messages,-0.276
sight,-0.33
safer,0.174
weighted,-0.774
forums,0.952
look,0.895
smoke,-0.787
heated,-0.482
candles,0.878
returns,0.824
dispute,-0.439
columnists,0.761
capital,0.804
version,0.137
advance,0.848
verbal,0.844
hiv,-0.877
angeles,0.119
nested,0.615
market,0.875
jade,-0.87
values,0.156
proxy,0.172
ranked,0.867
prove,0.541
toner,0.196
rent,-0.812
totals,0.122
mario,0.875
needle,0.89
characters,0.66
independent,0.85
frequently,0.801
strip,-0.408
responses,0.33
suit,0.198
mutual,0.793
shipped,0.863
binding,-0.31
harrison,-0.798
frank,0.659
earnings,0.224
love,0.66
immune,0.891
scales,-0.851
origin,0.847
hydraulic,0.76
examines,0.859
performed,0.843
borders,-0.329
proposals,-0.853
princess,0.168
recorders,0.824
recordings,0.841
bull,0.831
palace,0.851
aimed,0.255
filters,0.816
wizard,0.843
measurement,0.163
barbara,-0.999
stanford,0.837
miscellaneous,0.32
urgent,-0.674
terminal,-0.21
klein,-0.617
programmers,0.153
clearance,0.893
moved,0.809
nuclear,-0.237
airports,-0.955
acne,-0.498
raises,0.522
probably,0.835
climb,-0.968
reset,0.805
keywords,0.873
republican,-0.818
congress,0.132
free,0.827
submitted,-0.899
asbestos,-0.154
indexes,0.756
consumers,0.804
biodiversity,-0.575
lace,0.699
ending,-0.783
quickly,0.46
newly,0.833
tracking,-0.873
modern,0.832
message,-0.276
worn,-0.803
obtaining,0.366
circles,-0.871
veteran,0.926
mold,-0.493
singh,0.152
commitments,-0.854
trunk,-0.852
saints,0.84
font,0.913
biology,-0.81
tenant,-0.876
grow,0.996
racks,-0.877
breaking,-0.372
visited,0.826
brooks,-0.826
breeding,0.617
favorites,0.329
differently,-0.833
hampton,-0.899
influence,0.855
diversity,0.938
focused,0.66
briefing,-0.899
write,0.179
guitars,0.777
lord,0.621
expand,0.914
moving,0.847
peeing,-0.26
wow,0.815
inline,-0.487
reflected,0.877
conflict,-0.209
channels,0.948
effects,-0.993
vitamins,0.782
museum,0.932
alternate,0.293
barbie,0.865
expressed,0.881
enables,0.695
reason,0.17
grams,0.554
bright,0.977
margaret,0.875
born,0.958
affair,-0.386
superior,0.958
accept,0.33
mentor,0.981
enrolled,0.968
environmental,0.85
visitors,0.826
monkey,-0.604
walk,-0.844
equality,0.888
parliament,-0.167
accompanied,0.622
designer,0.834
camel,0.599
brazilian,0.841
literary,0.883
published,0.796
doe,0.852
tamil,-0.94
carriers,0.146
dimension,0.844
bronze,0.846
fonts,0.913
tribe,-0.835
revenues,0.137
online,0.276
unified,0.881
wishlist,0.79
prophet,0.892
retained,0.204
fuzzy,-0.804
spas,-0.83
limit,-0.809
rice,-0.82
solved,0.816
mild,0.468
alter,-0.186
unlimited,0.809
vacancies,-0.854
experiment,0.82
savannah,-0.842
formal,0.803
control,0.329
consider,0.368
helped,0.66
awesome,0.28
tea,0.233
framed,-0.905
alarm,-0.66
unwrap,-0.846
mechanisms,0.137
birds,0.85
higher,0.198
bras,-0.784
offensive,-0.861
thickness,0.11
supporters,0.823
incidence,-0.675
cork,0.175
constant,0.637
install,0.82
evaluate,0.171
humanity,0.869
pieces,0.812
buffer,0.573
immediate,-0.79
establish,0.404
managing,0.778
canyon,-0.823
louis,-0.871
drum,0.871
commission,-0.854
instructors,0.461
lovers,0.66
barrel,0.867
radio,0.567
charles,0.66
constraints,-0.265
loop,-0.796
exterior,0.856
deadline,-0.811
strategies,0.658
focus,0.66
prince,0.833
specify,0.863
require,-0.815
pediatric,0.96
tough,-0.81
established,0.404
frederick,0.827
framework,-0.905
fill,0.199
same,0.842
garbage,-0.558
targets,-0.861
wells,0.865
administrators,0.887
paste,-0.172
columns,0.761
extend,0.851
veterans,0.926
vertex,-0.82
shelter,0.199
lung,-0.25
dining,0.943
cream,-0.832
coaches,0.847
friend,0.659
shipment,-0.853
epic,0.821
straight,-0.46
alien,-0.329
soap,-0.874
contrast,-0.532
records,0.811
summer,-0.962
miracle,-0.16
deposit,-0.412
governmental,0.835
sons,-0.913
complete,0.932
advisory,0.831
develop,0.843
deadly,-0.811
annoying,-0.33
cardiac,-0.813
learning,0.828
tops,0.814
younger,0.849
generates,0.827
landscapes,-0.892
consequence,0.782
grip,-0.957
resistance,0.875
proposal,0.534
perceived,0.791
pie,0.812
extends,0.851
celebrity,0.987
combo,0.841
soviet,-0.843
sessions,0.949
ordinance,-0.811
linking,0.784
adventures,0.66
invite,0.172
orbit,0.944
jewellery,0.848
sister,0.907
feedback,0.925
nature,0.848
peninsula,0.807
dump,-0.371
directories,0.876
courage,0.66
fatty,-0.563
dive,-0.762
privilege,0.907
surfaces,0.299
beach,0.192
word,-0.946
degree,-0.865
original,0.302
physicians,0.698
realm,0.928
rid,-0.822
chase,0.853
accomplish,0.869
jeep,0.83
damages,-0.951
strap,-0.218
split,-0.182
babies,0.835
warned,-0.789
missed,-0.782
portuguese,-0.83
bug,-0.273
property,0.313
witness,0.822
parks,-0.813
preparing,0.157
coordinates,0.804
conceptual,0.986
wonder,0.999
vast,-0.465
race,0.876
unusual,-0.133
computed,0.774
human,0.869
median,0.882
rob,-0.823
extensions,0.863
stress,-0.329
allows,0.849
indexed,0.756
detect,-0.888
buck,-0.539
pencil,-0.774
circus,-0.809
significance,0.289
required,-0.815
attacked,-0.39
similar,0.98
enhanced,0.853
renew,0.869
booking,-0.949
black,-0.841
steady,0.942
gazette,0.399
provider,0.87
blocking,-0.794
surgical,0.895
granny,0.891
scan,-0.611
toll,-0.287
deeper,0.864
reviewer,0.805
lottery,0.921
experienced,0.986
senate,0.847
equity,0.929
char,-0.845
disputes,-0.439
suspension,-0.329
changing,0.948
reserve,0.848
missile,-0.847
offerings,0.815
wilson,0.239
think,-0.781
nick,0.659
silicon,-0.316
zealand,0.999
raising,0.522
apart,-0.893
wet,0.867
bookmarks,0.852
increasingly,0.811
boxed,-0.809
insects,-0.291
philosophy,0.889
gore,-0.869
sure,0.329
meyer,-0.619
chick,-0.155
funk,-0.791
startup,-0.922
durable,0.186
carlos,0.66
trailers,0.831
tunnel,-0.845
reed,-0.573
present,0.828
bouquet,0.152
needed,-0.22
juvenile,0.776
establishment,0.404
leads,0.855
paperback,0.84
lab,0.818
respected,0.659
withdrawal,-0.769
springs,0.899
throws,-0.414
thumbnails,0.827
blank,-0.908
goal,0.833
commander,-0.825
permits,0.855
specialists,0.91
million,0.869
dolls,-0.805
quest,0.981
golden,0.828
submission,0.28
peers,-0.26
draft,-0.639
virus,-0.229
punk,0.981
reviewed,0.828
budgets,-0.842
geek,-0.863
began,-0.602
indigenous,-0.769
arrive,0.828
security,0.329
ultra,0.925
golf,0.129
diploma,0.996
node,0.312
acrobat,0.804
sullivan,-0.82
define,-0.572
whats,-0.85
plasma,0.144
apollo,0.918
captured,-0.762
manually,0.845
spears,0.204
pairs,0.183
luxury,0.835
crop,0.116
accuracy,0.602
threads,0.207
lighter,-0.804
herbal,0.822
lauren,-0.86
disorders,-0.293
filled,0.199
magical,0.756
readily,0.934
blow,-0.95
sufficiently,0.601
strong,0.878
combined,0.875
modelling,0.903
sector,-0.179
interpreted,0.261
maple,-0.869
valid,0.989
predict,0.861
grande,0.837
semiconductor,0.175
rules,0.842
fleece,0.859
shift,-0.463
mad,-0.659
chinese,-0.158
charges,-0.831
looking,0.895
lesser,-0.241
tampa,0.822
undertake,0.813
appointed,0.85
administered,0.887
parent,-0.167
query,0.848
admissions,0.232
awarded,0.841
villages,-0.863
occasionally,-0.815
precision,-0.806
spectacular,0.776
batteries,-0.55
accurately,0.785
championships,0.852
sellers,0.761
centered,0.764
provincial,-0.881
does,0.852
prayer,0.92
pockets,0.824
correspondence,0.192
blonde,0.147
receivers,0.837
margin,0.875
thumbnail,0.827
defects,-0.933
beat,0.817
death,-0.897
affects,0.66
developing,0.843
bryant,0.767
madonna,-0.659
parking,-0.813
brake,0.826
adult,0.836
gorgeous,0.996
looks,0.895
swedish,0.185
cloud,-0.096
severe,-0.265
travels,0.926
inherited,0.786
william,0.832
rally,0.175
styles,0.777
violent,-0.977
evidence,-0.808
comfort,0.329
trio,0.848
richmond,0.883
afford,0.108
galaxy,0.907
confusion,-0.329
christmas,0.97
pushing,-0.863
sale,-0.833
musician,0.192
dynamics,0.909
molecular,-0.16
belief,0.329
safety,0.174
object,-0.19
throw,-0.414
tap,-0.887
forge,-0.827
reaching,0.792
failed,-0.94
package,0.966
powell,-0.799
puerto,0.621
races,0.876
apartments,-0.893
clause,-0.13
conducted,0.79
root,0.312
governing,0.835
summary,0.217
bald,-0.154
rough,-0.659
reproduce,0.847
recording,0.841
colleague,0.897
messaging,-0.276
big,0.779
archived,0.846
lead,0.858
airline,-0.819
nascar,0.79
flights,0.907
promising,0.936
respondent,0.121
fraud,-0.285
combat,-0.862
amino,0.864
legend,0.863
bond,0.966
historic,0.877
currently,0.877
beast,0.774
flow,0.498
cleaning,0.967
philip,0.703
charger,-0.831
century,0.764
pick,0.215
camp,-0.221
commercial,-0.596
coding,-0.783
bonus,0.957
excessive,-0.857
encounter,0.869
moses,-0.817
leader,-0.855
peer,-0.26
protein,0.179
claim,-0.23
visit,0.826
unnecessary,-0.906
printed,-0.793
remembered,0.922
tab,0.19
poll,-0.433
browser,0.877
technological,0.833
catch,0.202
church,-0.951
worst,-0.82
dropped,-0.406
happen,0.659
lemon,-0.841
reports,-0.83
clubs,0.756
priority,0.624
banners,-0.94
cartoon,0.158
logos,-0.169
advisors,0.831
power,0.66
hardly,-0.28
customs,0.839
sailing,-0.829
restructuring,0.529
tournament,0.177
rapids,0.826
tax,0.81
conspiracy,-0.605
opponent,0.782
christopher,-0.896
generally,-0.816
rebound,0.777
browsing,0.877
electricity,-0.945
quotes,0.864
encountered,0.869
offering,0.472
zen,0.282
responsible,0.33
possibility,-0.881
individual,0.135
balance,0.892
wheat,0.147
wearing,0.988
harper,-0.798
covers,0.145
sparc,0.829
premiere,0.83
relate,0.902
depending,-0.233
request,0.296
invalid,0.834
disorder,-0.875
picks,0.887
understand,0.816
problem,-0.408
hunger,-0.432
rates,-0.224
find,-0.826
infrared,0.905
card,0.66
vital,0.822
softball,0.871
oracle,0.597
tube,0.775
tones,0.196
skip,-0.814
allied,0.691
appeal,-0.439
peoples,-0.796
controls,0.329
cove,0.191
volumes,0.123
style,0.777
flows,0.498
departments,0.811
updates,0.833
catalogue,0.871
supplemental,-0.812
gothic,-0.866
tumor,-0.889
forests,-0.825
enhancements,0.962
merchant,-0.795
karma,0.817
skilled,0.842
help,0.66
candy,0.843
haven,0.838
concerned,-0.945
describing,0.869
cowboy,0.829
outline,-0.859
tropical,0.812
channel,0.948
patch,-0.612
wrong,-0.877
disciplinary,-0.205
treated,0.992
variety,0.906
lights,0.877
closure,-0.774
subtle,0.873
confused,-0.329
developmental,0.843
fabulous,0.4
angels,0.119
deeply,0.864
flour,0.177
drama,0.475
dryer,-0.825
literature,0.798
inserted,0.942
tooth,-0.871
jewel,0.848
poster,-0.881
clarke,0.271
consists,0.867
pregnancy,0.9
availability,0.805
ensures,-0.575
workers,0.844
enjoy,0.66
tournaments,0.177
decade,-0.81
conclusions,0.853
ranging,0.945
soul,0.984
relevance,0.783
catalyst,-0.864
prize,0.893
bare,-0.927
teaching,0.88
darwin,0.934
packaging,0.966
customized,0.811
requires,-0.815
velvet,-0.184
directed,0.876
franchise,0.113
picnic,0.786
great,0.999
paragraph,0.934
circuits,-0.819
caribbean,0.66
wheel,0.269
rebel,-0.862
respondents,0.121
wagon,0.845
friendship,0.659
insights,0.867
virtually,0.239
trustee,0.659
links,0.784
coverage,0.145
beginner,0.806
suffer,-0.66
obtain,0.366
treasure,0.191
wireless,0.998
warriors,0.796
patrick,0.678
puppy,0.958
sunshine,0.959
disposal,0.663
notebook,0.187
sensors,0.789
winds,-0.223
policies,-0.918
peterson,0.819
convert,0.95
post,-0.881
spokesman,0.865
condo,0.29
customers,0.839
pace,0.966
switching,0.803
addressed,0.794
patricia,0.678
churches,-0.951
acer,0.781
contracts,0.273
experiences,0.965
included,0.13
labs,0.818
restricted,-0.43
graduate,0.186
prairie,0.851
ballot,-0.998
easily,0.329
careful,0.66
backup,0.867
underground,-0.216
elizabeth,0.854
windsor,-0.223
final,0.804
scoop,0.336
meetup,0.825
plane,0.659
accepted,0.33
hawk,-0.855
preston,0.811
plus,0.328
scanning,-0.611
transcripts,0.794
spreading,0.643
challenges,-0.768
important,0.875
defensive,0.873
catering,-0.863
fingers,0.543
moss,0.302
possible,0.306
matter,-0.181
resolve,0.816
corners,0.787
brochure,0.861
marketplace,0.875
ethnic,0.826
evident,-0.808
rounds,-0.78
fantasy,0.856
fun,0.66
committees,-0.854
graph,0.207
spy,0.881
circuit,-0.819
opposed,-0.475
forecast,0.884
forty,0.788
deserve,0.816
considered,0.368
crazy,-0.329
lake,0.821
membership,-0.185
clinical,0.854
support,0.823
paper,0.84
sigma,0.824
compact,0.434
behaviour,0.831
omissions,-0.849
volkswagen,-0.781
several,-0.265
suited,0.198
publishing,0.122
ecology,0.929
coast,0.137
sender,0.873
newsletters,0.873
slowly,-0.524
alan,0.803
dancing,0.831
boolean,0.883
rays,0.875
talk,-0.873
aims,0.255
pros,0.913
weddings,0.627
prostate,-0.837
para,-0.167
enter,0.831
terrain,-0.771
instantly,-0.837
route,0.214
rack,-0.877
expensive,-0.403
navy,0.141
baker,0.254
southwest,-0.873
ill,-0.82
boulevard,0.214
aids,-0.888
clouds,-0.096
arrived,0.828
masters,0.793
summit,0.772
explicit,0.783
consistent,0.911
emerging,0.778
string,0.219
cruise,-0.804
development,0.843
aluminium,-0.977
grave,-0.842
digital,-0.869
respiratory,0.81
metals,-0.597
outlook,-0.877
inquiries,-0.857
needs,-0.22
buys,0.527
ears,0.829
sink,-0.873
flip,0.883
redeem,0.799
update,0.833
fairfield,0.329
least,-0.899
edit,0.902
promised,0.878
bankruptcy,-0.83
dome,0.163
surrounded,-0.191
credits,0.8
talent,0.6
bacterial,0.843
barely,-0.927
highways,0.198
liberty,0.826
versus,0.137
teens,-0.83
deaths,-0.897
buzz,0.806
chen,-0.301
specialized,0.91
leadership,0.863
gale,0.182
mark,0.875
gathering,-0.851
good,0.659
scheduled,0.817
prayers,0.92
independence,0.883
large,0.877
applicant,0.235
lined,0.859
resource,0.88
poultry,-0.826
ease,0.329
patches,-0.906
seeds,0.121
seafood,0.857
winner,0.809
ceiling,0.81
mechanical,0.857
quote,0.864
directly,0.876
lose,-0.795
marker,-0.178
trademarks,0.781
movements,-0.87
oval,-0.793
ivory,0.943
convergence,0.805
bridges,0.798
lopez,0.189
chargers,-0.831
light,0.877
limousines,0.178
cartoons,0.158
funding,-0.782
elite,0.885
happy,0.659
technical,0.907
general,-0.816
silk,-0.204
fraser,-0.905
halifax,-0.991
quarters,-0.846
brand,-0.784
merit,0.834
rights,-0.833
browsers,-0.8
reflects,-0.825
wilderness,0.851
tolerance,0.29
lawsuit,-0.849
arrangements,0.856
radical,-0.877
stuff,-0.694
renaissance,0.986
vocal,0.84
pending,-0.904
previous,0.9
welcome,0.833
fashion,0.836
harm,-0.805
newsletter,0.873
reached,0.792
smooth,0.659
navigate,-0.817
linked,0.784
search,0.891
ventures,0.839
bench,0.846
guide,0.912
star,0.938
dead,-0.811
dressing,0.792
dozens,-0.8
reply,0.107
wide,0.164
beneficial,0.641
celebs,0.901
hacker,0.803
bacteria,0.843
shut,-0.286
pressed,0.9
founder,0.859
awful,-0.659
suggested,0.306
keyword,0.873
compiled,-0.8
achieving,0.858
containers,0.994
amend,0.865
entertainment,0.801
reporters,0.823
dark,-0.889
rewards,0.815
parental,-0.863
katrina,-0.814
express,0.881
momentum,0.804
gene,-0.816
everything,-0.955
permitted,-0.81
employers,0.85
maternity,-0.2
compete,0.91
soma,0.849
tan,0.788
pupils,0.879
platforms,-0.845
none,-0.846
background,-0.877
calm,0.66
coaching,-0.959
carolina,0.66
written,0.179
most,0.164
buried,-0.912
fax,-0.9
dies,-0.901
creek,-0.826
snap,-0.66
chain,0.849
collectors,0.329
saving,0.865
bidding,0.139
remark,0.885
limited,-0.809
korea,-0.822
instead,-0.942
laundry,0.856
qualified,0.495
yarn,0.843
vendors,-0.66
ant,-0.161
disclaimer,-0.86
peter,0.819
verified,0.113
frozen,-0.217
tests,-0.486
promo,0.785
discussions,0.864
beauty,0.834
motor,0.316
duplicate,-0.855
rangers,0.945
girl,-0.257
rouge,-0.78
birthday,0.867
equipped,0.135
pat,0.678
half,-0.991
scenarios,-0.835
scored,0.79
knowledge,0.837
religions,0.804
vector,0.821
commissions,-0.854
excellent,0.773
farming,0.181
references,0.843
crest,-0.554
pointed,0.832
pro,0.852
revision,0.984
opens,0.659
stage,-0.764
